nama_pelanggan	segmen	negara	kota	provinsi	kodepos	wilayah	ID_produk	Kategori_produk	sub_kategori_produk	nama_produk	Penjualan	jumlah	diskon	keuntungan
Kelly Lampkin	Corporate	United States	Greensboro	North Carolina	27405	South	TEC-PH-10002483	Technology	Phones	Motorola Moto X	1359.96	5	0.2	118.9965
Christina DeMoss	Consumer	United States	New York City	New York	10024	East	FUR-CH-10004875	Furniture	Chairs	Harbour Creations 67200 Series Stacking Chairs	128.124	2	0.1	24.2012
Christina DeMoss	Consumer	United States	New York City	New York	10024	East	FUR-FU-10004245	Furniture	Furnishings	Career Cubicle Clock, 8 1/4", Black	101.4	5	0	38.532
Christina DeMoss	Consumer	United States	New York City	New York	10024	East	FUR-TA-10003469	Furniture	Tables	Balt Split Level Computer Training Table	166.5	2	0.4	-66.6
Alan Haines	Corporate	United States	Chicago	Illinois	60623	Central	OFF-BI-10000474	Office Supplies	Binders	Avery Recycled Flexi-View Covers for Binding Systems	16.03	5	0.8	-25.648
Christina DeMoss	Consumer	United States	New York City	New York	10024	East	OFF-BI-10002706	Office Supplies	Binders	Avery Premier Heavy-Duty Binder with Round Locking Rings	11.424	1	0.2	3.7128
Christina DeMoss	Consumer	United States	New York City	New York	10024	East	OFF-BI-10002735	Office Supplies	Binders	GBC Prestige Therm-A-Bind Covers	164.688	6	0.2	55.5822
Troy Staebel	Consumer	United States	Phoenix	Arizona	85023	West	OFF-BI-10003274	Office Supplies	Binders	Avery Durable Slant Ring Binders, No Labels	2.388	2	0.7	-1.8308
Adam Bellavance	Home Office	United States	Greenwood	Indiana	46142	Central	OFF-PA-10000565	Office Supplies	Paper	Easy-staple paper	167.94	3	0	82.2906
Christina DeMoss	Consumer	United States	New York City	New York	10024	East	OFF-PA-10001870	Office Supplies	Paper	Xerox 202	12.96	2	0	6.2208
Adam Bellavance	Home Office	United States	Greenwood	Indiana	46142	Central	OFF-PA-10002615	Office Supplies	Paper	Ampad Gold Fibre Wirebound Steno Books, 6" x 9", Gregg Ruled	4.41	1	0	2.0286
Anna Andreadi	Consumer	United States	San Diego	California	92105	West	OFF-PA-10003172	Office Supplies	Paper	Xerox 1996	12.96	2	0	6.2208
Adam Bellavance	Home Office	United States	Greenwood	Indiana	46142	Central	OFF-PA-10003673	Office Supplies	Paper	Strathmore Photo Mount Cards	67.8	10	0	31.188
Christina DeMoss	Consumer	United States	New York City	New York	10024	East	OFF-PA-10004071	Office Supplies	Paper	Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box	110.96	2	0	53.2608
Troy Staebel	Consumer	United States	Phoenix	Arizona	85023	West	OFF-ST-10002974	Office Supplies	Storage	Trav-L-File Heavy-Duty Shuttle II, Black	243.992	7	0.2	30.499
Susan Vittorini	Consumer	United States	New York City	New York	10009	East	TEC-AC-10001432	Technology	Accessories	Enermax Aurora Lite Keyboard	390.75	5	0	171.93
Ruben Ausman	Corporate	United States	Farmington	New Mexico	87401	West	TEC-AC-10003911	Technology	Accessories	NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router	159.99	1	0	54.3966
Christina DeMoss	Consumer	United States	New York City	New York	10024	East	TEC-PH-10001448	Technology	Phones	Anker Astro 15000mAh USB Portable Charger	99.98	2	0	3.9992
Elizabeth Moffitt	Corporate	United States	Dallas	Texas	75081	Central	TEC-PH-10003012	Technology	Phones	Nortel Meridian M3904 Professional Digital phone	492.768	4	0.2	55.4364
Adam Bellavance	Home Office	United States	Seattle	Washington	98105	West	FUR-CH-10003312	Furniture	Chairs	Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs	449.568	2	0.2	-73.0548
Maris LaWare	Consumer	United States	Philadelphia	Pennsylvania	19143	East	FUR-CH-10003774	Furniture	Chairs	Global Wood Trimmed Manager's Task Chair, Khaki	127.372	2	0.3	-30.9332
Zuschuss Carroll	Consumer	United States	Los Angeles	California	90045	West	FUR-FU-10001424	Furniture	Furnishings	Dax Clear Box Frame	8.73	1	0	2.9682
Liz Carlisle	Consumer	United States	Dallas	Texas	75217	Central	FUR-FU-10003878	Furniture	Furnishings	Linden 10" Round Wall Clock, Black	30.56	5	0.6	-19.864
Jill Fjeld	Consumer	United States	Fayetteville	North Carolina	28314	South	FUR-FU-10004671	Furniture	Furnishings	Executive Impressions 12" Wall Clock	28.272	2	0.2	6.3612
Adam Bellavance	Home Office	United States	Seattle	Washington	98105	West	FUR-TA-10004575	Furniture	Tables	Hon 5100 Series Wood Tables	2036.86	7	0	366.6348
Jill Fjeld	Consumer	United States	Fayetteville	North Carolina	28314	South	OFF-AP-10002118	Office Supplies	Appliances	1.7 Cubic Foot Compact "Cube" Office Refrigerators	499.584	3	0.2	43.7136
Zuschuss Carroll	Consumer	United States	Los Angeles	California	90045	West	OFF-AR-10001022	Office Supplies	Art	SANFORD Liquid Accent Tank-Style Highlighters	5.68	2	0	1.7608
Chuck Clark	Home Office	United States	Minneapolis	Minnesota	55407	Central	OFF-AR-10001216	Office Supplies	Art	Newell 339	13.9	5	0	3.614
Christopher Conant	Consumer	United States	Houston	Texas	77070	Central	OFF-BI-10000145	Office Supplies	Binders	Zipper Ring Binder Pockets	1.248	2	0.8	-1.9344
Jill Fjeld	Consumer	United States	Fayetteville	North Carolina	28314	South	OFF-BI-10002827	Office Supplies	Binders	Avery Durable Poly Binders	13.272	8	0.7	-10.6176
Roger Barcio	Home Office	United States	Portland	Oregon	97206	West	OFF-BI-10004738	Office Supplies	Binders	Flexible Leather- Look Classic Collection Ring Binder	5.682	1	0.7	-3.788
Zuschuss Carroll	Consumer	United States	Los Angeles	California	90045	West	OFF-EN-10001219	Office Supplies	Envelopes	#10- 4 1/8" x 9 1/2" Security-Tint Envelopes	15.28	2	0	7.4872
Frank Merwin	Home Office	United States	San Francisco	California	94122	West	OFF-LA-10000414	Office Supplies	Labels	Avery 503	41.4	4	0	19.872
Frank Merwin	Home Office	United States	San Francisco	California	94122	West	OFF-PA-10000143	Office Supplies	Paper	Astroparche Fine Business Paper	26.4	5	0	12.672
Maris LaWare	Consumer	United States	Philadelphia	Pennsylvania	19143	East	OFF-PA-10000157	Office Supplies	Paper	Xerox 191	47.952	3	0.2	16.1838
Frank Merwin	Home Office	United States	San Francisco	California	94122	West	OFF-PA-10000157	Office Supplies	Paper	Xerox 191	59.94	3	0	28.1718
Jill Fjeld	Consumer	United States	Fayetteville	North Carolina	28314	South	OFF-PA-10001800	Office Supplies	Paper	Xerox 220	31.104	6	0.2	10.8864
Frank Merwin	Home Office	United States	San Francisco	California	94122	West	OFF-PA-10002764	Office Supplies	Paper	Easy-staple paper	45.36	4	0	22.2264
Chuck Clark	Home Office	United States	Minneapolis	Minnesota	55407	Central	OFF-PA-10003127	Office Supplies	Paper	Easy-staple paper	26.38	1	0	12.1348
Carol Darley	Consumer	United States	New York City	New York	10011	East	OFF-PA-10003302	Office Supplies	Paper	Xerox 1906	318.96	9	0	149.9112
Victoria Brennan	Corporate	United States	Richmond	Kentucky	40475	South	OFF-PA-10003845	Office Supplies	Paper	Xerox 1987	5.78	1	0	2.8322
Harry Greene	Consumer	United States	Dallas	Texas	75220	Central	OFF-ST-10000615	Office Supplies	Storage	SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h	18.16	2	0.2	1.816
Jill Fjeld	Consumer	United States	Fayetteville	North Carolina	28314	South	OFF-ST-10000736	Office Supplies	Storage	Carina Double Wide Media Storage Towers in Natural & Black	259.136	4	0.2	-51.8272
Valerie Mitchum	Home Office	United States	Westfield	New Jersey	7090	East	OFF-ST-10001414	Office Supplies	Storage	Decoflex Hanging Personal Folder File	46.26	3	0	12.0276
Adam Bellavance	Home Office	United States	Seattle	Washington	98105	West	TEC-AC-10001465	Technology	Accessories	SanDisk Cruzer 64 GB USB Flash Drive	108.96	3	0	32.688
Frank Merwin	Home Office	United States	San Francisco	California	94122	West	TEC-AC-10003441	Technology	Accessories	Kingston Digital DataTraveler 32GB USB 2.0	16.95	1	0	1.017
Katherine Nockton	Corporate	United States	Clinton	Maryland	20735	East	FUR-CH-10000422	Furniture	Chairs	Global Highback Leather Tilter in Burgundy	272.97	3	0	43.6752
Emily Phan	Consumer	United States	Philadelphia	Pennsylvania	19120	East	FUR-TA-10000849	Furniture	Tables	Bevis Rectangular Conference Tables	350.352	4	0.4	-140.1408
Pete Kriz	Consumer	United States	Newark	Delaware	19711	East	OFF-AP-10000696	Office Supplies	Appliances	Holmes Odor Grabber	100.94	7	0	33.3102
Erin Creighton	Consumer	United States	Oklahoma City	Oklahoma	73120	Central	OFF-BI-10000756	Office Supplies	Binders	Storex DuraTech Recycled Plastic Frosted Binders	38.16	9	0	19.08
Tony Sayre	Consumer	United States	San Francisco	California	94122	West	OFF-BI-10002982	Office Supplies	Binders	Avery Self-Adhesive Photo Pockets for Polaroid Photos	21.792	4	0.2	7.6272
Frank Preis	Consumer	United States	New York City	New York	10024	East	TEC-AC-10002370	Technology	Accessories	Maxell CD-R Discs	7.88	4	0	2.5216
Deborah Brumfield	Home Office	United States	Brentwood	California	94513	West	TEC-AC-10003289	Technology	Accessories	Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard	59.97	3	0	13.7931
Tony Sayre	Consumer	United States	San Francisco	California	94122	West	TEC-AC-10004975	Technology	Accessories	Plantronics Audio 995 Wireless Stereo Headset	439.8	4	0	145.134
Deborah Brumfield	Home Office	United States	Brentwood	California	94513	West	TEC-PH-10002468	Technology	Phones	Plantronics CS 50-USB - headset - Convertible, Monaural	761.544	7	0.2	66.6351
Emily Phan	Consumer	United States	Philadelphia	Pennsylvania	19120	East	TEC-PH-10003811	Technology	Phones	Jabra Supreme Plus Driver Edition Headset	359.97	5	0.4	-71.994
Kean Nguyen	Corporate	United States	Baltimore	Maryland	21215	East	FUR-FU-10003535	Furniture	Furnishings	Howard Miller Distant Time Traveler Alarm Clock	274.2	10	0	112.422
Sharelle Roach	Home Office	United States	New York City	New York	10035	East	OFF-AR-10002818	Office Supplies	Art	Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener	109.9	5	0	32.97
Jennifer Braxton	Corporate	United States	Sunnyvale	California	94086	West	FUR-CH-10003061	Furniture	Chairs	Global Leather Task Chair, Black	215.976	3	0.2	-2.6997
Jim Epp	Corporate	United States	San Diego	California	92105	West	FUR-CH-10004675	Furniture	Chairs	Lifetime Advantage Folding Chairs, 4/Carton	523.392	3	0.2	52.3392
Joel Eaton	Consumer	United States	Oceanside	California	92054	West	FUR-FU-10000023	Furniture	Furnishings	Eldon Wave Desk Accessories	47.12	8	0	20.7328
Parhena Norris	Home Office	United States	New York City	New York	10009	East	FUR-FU-10000629	Furniture	Furnishings	9-3/4 Diameter Round Wall Clock	96.53	7	0	40.5426
Brian Moss	Corporate	United States	Columbia	Maryland	21044	East	OFF-BI-10004728	Office Supplies	Binders	Wilson Jones Turn Tabs Binder Tool for Ring Binders	9.64	2	0	4.4344
Matt Collister	Corporate	United States	Coachella	California	92236	West	OFF-ST-10002289	Office Supplies	Storage	Safco Wire Cube Shelving System, For Use as 4 or 5 14" Cubes, Black	63.56	2	0	3.178
Brian Moss	Corporate	United States	Columbia	Maryland	21044	East	OFF-ST-10003208	Office Supplies	Storage	Adjustable Depth Letter/Legal Cart	1633.14	9	0	473.6106
Brian Moss	Corporate	United States	Columbia	Maryland	21044	East	OFF-ST-10003208	Office Supplies	Storage	Adjustable Depth Letter/Legal Cart	544.38	3	0	157.8702
Peter McVee	Home Office	United States	Jacksonville	Florida	32216	South	TEC-AC-10002567	Technology	Accessories	Logitech G602 Wireless Gaming Mouse	191.976	3	0.2	38.3952
Matt Collister	Corporate	United States	Coachella	California	92236	West	TEC-AC-10004171	Technology	Accessories	Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset	99.99	1	0	43.9956
Brian Moss	Corporate	United States	Columbia	Maryland	21044	East	TEC-AC-10004666	Technology	Accessories	Maxell iVDR EX 500GB Cartridge	826.62	3	0	355.4466
Peter McVee	Home Office	United States	Jacksonville	Florida	32216	South	TEC-PH-10004094	Technology	Phones	Motorola L703CM	499.168	4	0.2	31.198
Maria Etezadi	Home Office	United States	Los Angeles	California	90008	West	FUR-CH-10001714	Furniture	Chairs	Global Leather & Oak Executive Chair, Burgundy	241.424	2	0.2	-36.2136
Ann Blume	Corporate	United States	Tucson	Arizona	85705	West	FUR-CH-10003312	Furniture	Chairs	Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs	899.136	4	0.2	-146.1096
Edward Becker	Corporate	United States	Round Rock	Texas	78664	Central	FUR-FU-10001468	Furniture	Furnishings	Tenex Antistatic Computer Chair Mats	341.96	5	0.6	-427.45
Michael Chen	Consumer	United States	Pasco	Washington	99301	West	OFF-AP-10004540	Office Supplies	Appliances	Eureka The Boss Lite 10-Amp Upright Vacuum, Blue	400.8	5	0	112.224
Thomas Brumley	Home Office	United States	Riverside	California	92503	West	OFF-AR-10002221	Office Supplies	Art	12 Colored Short Pencils	7.8	3	0	2.106
Nick Crebassa	Corporate	United States	Seattle	Washington	98105	West	OFF-BI-10000088	Office Supplies	Binders	GBC Imprintable Covers	26.352	3	0.2	9.5526
Ann Blume	Corporate	United States	Tucson	Arizona	85705	West	OFF-BI-10001036	Office Supplies	Binders	Cardinal EasyOpen D-Ring Binders	38.388	14	0.7	-25.592
Michael Chen	Consumer	United States	Pasco	Washington	99301	West	OFF-BI-10001543	Office Supplies	Binders	GBC VeloBinder Manual Binding System	28.792	1	0.2	10.0772
Frank Hawley	Corporate	United States	New York City	New York	10024	East	OFF-BI-10003925	Office Supplies	Binders	Fellowes PB300 Plastic Comb Binding Machine	931.176	3	0.2	314.2719
Daniel Raglin	Home Office	United States	Hollywood	Florida	33021	South	OFF-BI-10004099	Office Supplies	Binders	GBC VeloBinder Strips	11.52	5	0.7	-7.68
Ann Blume	Corporate	United States	Tucson	Arizona	85705	West	TEC-AC-10001314	Technology	Accessories	Case Logic 2.4GHz Wireless Keyboard	239.952	6	0.2	-35.9928
Gary Hwang	Consumer	United States	Modesto	California	95351	West	TEC-AC-10001772	Technology	Accessories	Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive	111.79	7	0	43.5981
Ann Blume	Corporate	United States	Tucson	Arizona	85705	West	TEC-MA-10003183	Technology	Machines	DYMO CardScan Personal V9 Business Card Scanner	95.994	2	0.7	-63.996
Frank Hawley	Corporate	United States	New York City	New York	10024	East	TEC-PH-10002200	Technology	Phones	Aastra 6757i CT Wireless VoIP phone	430.88	2	0	124.9552
Ann Blume	Corporate	United States	Tucson	Arizona	85705	West	TEC-PH-10002563	Technology	Phones	Adtran 1202752G1	201.584	2	0.2	15.1188
Thomas Brumley	Home Office	United States	Los Angeles	California	90045	West	FUR-FU-10001424	Furniture	Furnishings	Dax Clear Box Frame	34.92	4	0	11.8728
Michelle Huthwaite	Consumer	United States	Knoxville	Tennessee	37918	South	FUR-FU-10004090	Furniture	Furnishings	Executive Impressions 14" Contract Wall Clock	88.92	5	0.2	14.4495
Brenda Bowman	Corporate	United States	Fort Lauderdale	Florida	33311	South	OFF-AP-10002651	Office Supplies	Appliances	Hoover Upright Vacuum With Dirt Cup	1158.12	5	0.2	130.2885
Guy Armstrong	Consumer	United States	Los Angeles	California	90036	West	OFF-AP-10003971	Office Supplies	Appliances	Belkin 6 Outlet Metallic Surge Strip	10.89	1	0	2.8314
Emily Phan	Consumer	United States	Detroit	Michigan	48227	Central	OFF-AR-10004260	Office Supplies	Art	Boston 1799 Powerhouse Electric Pencil Sharpener	181.86	7	0	50.9208
Guy Armstrong	Consumer	United States	Los Angeles	California	90036	West	OFF-BI-10000977	Office Supplies	Binders	Ibico Plastic Spiral Binding Combs	121.6	5	0.2	39.52
Tamara Dahlen	Consumer	United States	Garland	Texas	75043	Central	OFF-BI-10001510	Office Supplies	Binders	Deluxe Heavy-Duty Vinyl Round Ring Binder	18.336	4	0.8	-32.088
Catherine Glotzbach	Home Office	United States	Milwaukee	Wisconsin	53209	Central	OFF-BI-10002949	Office Supplies	Binders	Prestige Round Ring Binders	18.24	3	0	8.5728
William Brown	Consumer	United States	Urbandale	Iowa	50322	Central	OFF-FA-10004854	Office Supplies	Fasteners	Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box	45.92	4	0	21.5824
Tamara Dahlen	Consumer	United States	Garland	Texas	75043	Central	OFF-LA-10001045	Office Supplies	Labels	Permanent Self-Adhesive File Folder Labels for Typewriters by Universal	10.44	5	0.2	3.393
Guy Armstrong	Consumer	United States	Los Angeles	California	90036	West	OFF-PA-10000520	Office Supplies	Paper	Xerox 201	19.44	3	0	9.3312
Max Ludwig	Home Office	United States	Springfield	Ohio	45503	East	OFF-PA-10004451	Office Supplies	Paper	Xerox 222	10.368	2	0.2	3.6288
Meg Tillman	Consumer	United States	New York City	New York	10009	East	OFF-ST-10003324	Office Supplies	Storage	Belkin OmniView SE Rackmount Kit	35.48	1	0	0
Jeremy Lonsdale	Consumer	United States	Aberdeen	South Dakota	57401	Central	OFF-SU-10004661	Office Supplies	Supplies	Acme Titanium Bonded Scissors	25.5	3	0	6.63
Patrick Gardner	Consumer	United States	Dallas	Texas	75081	Central	TEC-PH-10004531	Technology	Phones	OtterBox Commuter Series Case - iPhone 5 & 5s	35.184	2	0.2	12.3144
Eugene Moren	Home Office	United States	Glendale	Arizona	85301	West	FUR-CH-10004875	Furniture	Chairs	Harbour Creations 67200 Series Stacking Chairs	113.888	2	0.2	9.9652
Eugene Moren	Home Office	United States	Glendale	Arizona	85301	West	FUR-FU-10000305	Furniture	Furnishings	Tenex V2T-RE Standard Weight Series Chair Mat, 45" x 53", Lip 25" x 12"	113.568	2	0.2	-5.6784
Lindsay Shagiari	Home Office	United States	Dallas	Texas	75081	Central	FUR-FU-10001756	Furniture	Furnishings	Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany	22.848	3	0.6	-17.7072
Maria Bertelson	Consumer	United States	Longview	Washington	98632	West	OFF-AP-10004708	Office Supplies	Appliances	Fellowes Superior 10 Outlet Split Surge Protector	76.12	2	0	22.0748
Christine Sundaresam	Consumer	United States	Seattle	Washington	98115	West	OFF-AR-10000315	Office Supplies	Art	Dixon Ticonderoga Maple Cedar Pencil, #2	9.21	3	0	2.3025
Lindsay Shagiari	Home Office	United States	Dallas	Texas	75081	Central	OFF-BI-10000666	Office Supplies	Binders	Surelock Post Binders	30.56	5	0.8	-45.84
Ed Braxton	Corporate	United States	New York City	New York	10024	East	OFF-BI-10003274	Office Supplies	Binders	Avery Durable Slant Ring Binders, No Labels	15.92	5	0.2	5.373
Jim Epp	Corporate	United States	Los Angeles	California	90036	West	OFF-BI-10003460	Office Supplies	Binders	Acco 3-Hole Punch	14.016	4	0.2	4.9056
Lindsay Shagiari	Home Office	United States	Dallas	Texas	75081	Central	OFF-EN-10001219	Office Supplies	Envelopes	#10- 4 1/8" x 9 1/2" Security-Tint Envelopes	12.224	2	0.2	4.4312
Maria Bertelson	Consumer	United States	Longview	Washington	98632	West	OFF-FA-10003495	Office Supplies	Fasteners	Staples	18.24	3	0	9.12
Christine Sundaresam	Consumer	United States	Seattle	Washington	98115	West	OFF-LA-10004853	Office Supplies	Labels	Avery 483	9.96	2	0	4.5816
Emily Phan	Consumer	United States	Los Angeles	California	90032	West	OFF-PA-10001846	Office Supplies	Paper	Xerox 1899	11.56	2	0	5.6644
Eugene Moren	Home Office	United States	Glendale	Arizona	85301	West	OFF-PA-10002160	Office Supplies	Paper	Xerox 1978	23.12	5	0.2	8.381
David Bremer	Corporate	United States	Santa Clara	California	95051	West	OFF-PA-10002479	Office Supplies	Paper	Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)	10.56	2	0	4.752
Nathan Gelder	Consumer	United States	Austin	Texas	78745	Central	OFF-PA-10002749	Office Supplies	Paper	Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page	16.056	3	0.2	5.8203
Larry Blacks	Consumer	United States	Tallahassee	Florida	32303	South	OFF-PA-10003651	Office Supplies	Paper	Xerox 1968	26.72	5	0.2	9.352
Sylvia Foulston	Corporate	United States	Columbus	Ohio	43229	East	OFF-PA-10003673	Office Supplies	Paper	Strathmore Photo Mount Cards	10.848	2	0.2	3.5256
